return_id,transaction_id,return_date,return_reason,refund_amount
RET00842,TX005718,2024-12-12 00:00:00,Late Delivery,75.25
RET00843,TX005721,2025-01-07 00:00:00,Not as Described,67.48
RET00844,TX005722,2025-01-31 00:00:00,Late Delivery,68.07
RET00845,TX005728,2025-11-05 00:00:00,Wrong Size,255.51
RET00846,TX005730,2026-01-05 00:00:00,Not as Described,137.4
RET00847,TX005737,2024-11-21 00:00:00,Defective,197.28
RET00848,TX005738,2024-12-18 00:00:00,Defective,61.03
RET00849,TX005739,2025-01-14 00:00:00,Late Delivery,41.48
RET00850,TX005745,2025-01-16 00:00:00,Wrong Size,206.99
RET00851,TX005746,2025-05-18 00:00:00,Not as Described,87.23
RET00852,TX005750,2026-05-23 00:00:00,Late Delivery,58.64
RET00853,TX005751,2026-06-15 00:00:00,Defective,68.48
RET00854,TX005753,2025-04-12 00:00:00,Changed Mind,139.57
RET00855,TX005758,2025-07-22 00:00:00,Changed Mind,40.63
RET00856,TX005766,2025-05-19 00:00:00,Late Delivery,38.5
RET00857,TX005767,2025-07-15 00:00:00,Late Delivery,54.97
RET00858,TX005771,2025-05-29 00:00:00,Late Delivery,316.41
RET00859,TX005773,2025-06-27 00:00:00,Wrong Size,66.27
RET00860,TX005776,2025-11-26 00:00:00,Defective,85.39
RET00861,TX005785,2026-04-05 00:00:00,Defective,246.12
RET00862,TX005792,2024-09-23 00:00:00,Wrong Size,77.56
RET00863,TX005793,2025-06-28 00:00:00,Defective,191.2
RET00864,TX005795,2025-08-02 00:00:00,Not as Described,122.2
RET00865,TX005806,2026-05-17 00:00:00,Defective,73.21
RET00866,TX005814,2026-05-01 00:00:00,Not as Described,413.18
RET00867,TX005817,2026-04-23 00:00:00,Late Delivery,342.03
RET00868,TX005822,2026-01-15 00:00:00,Late Delivery,90.64
RET00869,TX005828,2025-12-27 00:00:00,Wrong Size,21.44
RET00870,TX005831,2026-01-07 00:00:00,Defective,53.25
RET00871,TX005838,2024-10-14 00:00:00,Not as Described,65.29
RET00872,TX005843,2026-02-22 00:00:00,Late Delivery,112.44
RET00873,TX005846,2026-05-26 00:00:00,Not as Described,80.5
RET00874,TX005857,2024-11-10 00:00:00,Defective,35.37
RET00875,TX005858,2026-02-20 00:00:00,Not as Described,877.12
RET00876,TX005862,2025-11-16 00:00:00,Defective,72.56
RET00877,TX005874,2025-10-21 00:00:00,Defective,218.02
RET00878,TX005876,2025-12-20 00:00:00,Late Delivery,58.49
RET00879,TX005882,2025-06-20 00:00:00,Late Delivery,134.89
RET00880,TX005885,2025-12-30 00:00:00,Late Delivery,93.81
RET00881,TX005914,2025-10-17 00:00:00,Wrong Size,181.14
RET00882,TX005917,2025-09-29 00:00:00,Wrong Size,111.93
RET00883,TX005926,2026-05-12 00:00:00,Wrong Size,52.84
RET00884,TX005930,2026-01-05 00:00:00,Wrong Size,63.28
RET00885,TX005933,2025-12-02 00:00:00,Late Delivery,121.42
RET00886,TX005934,2026-03-26 00:00:00,Not as Described,115.96
RET00887,TX005953,2025-12-04 00:00:00,Wrong Size,29.95
RET00888,TX005957,2024-03-17 00:00:00,Changed Mind,140.42
RET00889,TX005959,2024-05-30 00:00:00,Defective,98.5
RET00890,TX005960,2024-06-22 00:00:00,Wrong Size,220.75
RET00891,TX005968,2025-07-25 00:00:00,Not as Described,389.24
RET00892,TX005973,2025-02-06 00:00:00,Not as Described,221.07
RET00893,TX005982,2026-06-20 00:00:00,Late Delivery,82.7
RET00894,TX006032,2024-12-23 00:00:00,Not as Described,112.89
RET00895,TX006034,2026-02-12 00:00:00,Wrong Size,25.52
RET00896,TX006059,2026-03-29 00:00:00,Wrong Size,205.89
RET00897,TX006082,2026-01-03 00:00:00,Changed Mind,230.27
RET00898,TX006086,2025-11-27 00:00:00,Defective,58.68
RET00899,TX006090,2026-03-18 00:00:00,Not as Described,168.34
RET00900,TX006097,2026-06-03 00:00:00,Defective,50.16
RET00901,TX006105,2025-10-27 00:00:00,Late Delivery,94.79
RET00902,TX006107,2026-05-07 00:00:00,Late Delivery,104.96
RET00903,TX006109,2025-04-16 00:00:00,Not as Described,145.16
RET00904,TX006114,2026-06-15 00:00:00,Late Delivery,29.76
RET00905,TX006119,2024-11-19 00:00:00,Not as Described,117.8
RET00906,TX006123,2025-10-27 00:00:00,Defective,160.34
RET00907,TX006129,2025-02-26 00:00:00,Defective,387.06
RET00908,TX006131,2025-06-02 00:00:00,Not as Described,215.7
RET00909,TX006136,2026-05-22 00:00:00,Changed Mind,60.63
RET00910,TX006147,2025-11-16 00:00:00,Changed Mind,582.03
RET00911,TX006150,2026-06-19 00:00:00,Late Delivery,109.16
RET00912,TX006161,2025-03-23 00:00:00,Not as Described,72.99
RET00913,TX006165,2025-08-07 00:00:00,Changed Mind,241.56
RET00914,TX006176,2024-12-29 00:00:00,Defective,81.25
RET00915,TX006177,2025-04-12 00:00:00,Late Delivery,90.32
RET00916,TX006186,2026-02-27 00:00:00,Late Delivery,70.95
RET00917,TX006194,2025-11-27 00:00:00,Changed Mind,30.77
RET00918,TX006204,2026-05-22 00:00:00,Late Delivery,15.52
RET00919,TX006209,2024-12-28 00:00:00,Wrong Size,67.08
RET00920,TX006210,2025-02-19 00:00:00,Not as Described,63.25
RET00921,TX006211,2025-03-06 00:00:00,Not as Described,90.9
RET00922,TX006213,2025-03-14 00:00:00,Late Delivery,291.54
RET00923,TX006214,2025-04-17 00:00:00,Late Delivery,51.24
RET00924,TX006220,2025-08-27 00:00:00,Not as Described,154.62
RET00925,TX006223,2026-02-18 00:00:00,Changed Mind,299.2
RET00926,TX006224,2026-04-23 00:00:00,Not as Described,156.24
RET00927,TX006226,2026-06-04 00:00:00,Late Delivery,69.36
RET00928,TX006236,2026-06-09 00:00:00,Not as Described,91.85
RET00929,TX006239,2026-06-24 00:00:00,Late Delivery,89.52
RET00930,TX006241,2025-08-15 00:00:00,Defective,52.93
RET00931,TX006242,2025-09-07 00:00:00,Changed Mind,652.6
RET00932,TX006249,2026-05-29 00:00:00,Not as Described,239.36
RET00933,TX006263,2024-11-23 00:00:00,Defective,161.6
RET00934,TX006279,2025-08-04 00:00:00,Late Delivery,187.82
RET00935,TX006304,2025-12-18 00:00:00,Changed Mind,240.3
RET00936,TX006312,2026-06-04 00:00:00,Wrong Size,177.22
RET00937,TX006318,2026-03-12 00:00:00,Late Delivery,135.6
RET00938,TX006336,2025-10-25 00:00:00,Late Delivery,44.91
RET00939,TX006342,2025-12-16 00:00:00,Changed Mind,151.63
RET00940,TX006349,2026-04-01 00:00:00,Wrong Size,84.71
RET00941,TX006351,2026-03-19 00:00:00,Not as Described,181.41
RET00942,TX006357,2024-12-29 00:00:00,Changed Mind,24.98
RET00943,TX006359,2025-02-05 00:00:00,Not as Described,75.83
RET00944,TX006363,2025-06-02 00:00:00,Changed Mind,27.38
RET00945,TX006371,2026-03-09 00:00:00,Changed Mind,45.75
RET00946,TX006372,2026-03-28 00:00:00,Wrong Size,209.15
RET00947,TX006389,2024-08-05 00:00:00,Wrong Size,111.37
RET00948,TX006390,2024-10-28 00:00:00,Changed Mind,29.96
RET00949,TX006393,2025-08-06 00:00:00,Not as Described,39.28
RET00950,TX006397,2025-06-30 00:00:00,Not as Described,17.51
RET00951,TX006418,2026-05-28 00:00:00,Defective,44.6
RET00952,TX006421,2025-12-17 00:00:00,Late Delivery,103.55
RET00953,TX006426,2025-09-12 00:00:00,Wrong Size,48.09
RET00954,TX006429,2026-05-26 00:00:00,Changed Mind,63.09
RET00955,TX006443,2026-03-16 00:00:00,Changed Mind,387.36
RET00956,TX006444,2026-06-28 00:00:00,Late Delivery,87.9
RET00957,TX006445,2026-04-09 00:00:00,Defective,114.56
RET00958,TX006449,2025-07-16 00:00:00,Defective,37.34
RET00959,TX006450,2025-11-14 00:00:00,Not as Described,51.03
RET00960,TX006457,2025-12-30 00:00:00,Not as Described,166.46
RET00961,TX006458,2026-02-25 00:00:00,Not as Described,119.21
RET00962,TX006468,2026-05-13 00:00:00,Defective,32.09
RET00963,TX006474,2025-12-04 00:00:00,Wrong Size,55.53
RET00964,TX006477,2025-10-02 00:00:00,Wrong Size,175.96
RET00965,TX006480,2024-05-26 00:00:00,Not as Described,338.7
RET00966,TX006483,2025-02-23 00:00:00,Wrong Size,36.18
RET00967,TX006485,2026-04-24 00:00:00,Not as Described,138.04
RET00968,TX006493,2025-01-01 00:00:00,Wrong Size,36.41
RET00969,TX006501,2025-06-02 00:00:00,Changed Mind,587.74
RET00970,TX006504,2026-04-19 00:00:00,Changed Mind,93.77
RET00971,TX006512,2025-02-28 00:00:00,Not as Described,98.71
RET00972,TX006515,2025-08-02 00:00:00,Changed Mind,51.11
RET00973,TX006531,2025-11-11 00:00:00,Defective,69.67
RET00974,TX006535,2026-05-21 00:00:00,Defective,113.58
RET00975,TX006539,2025-12-11 00:00:00,Late Delivery,176.4
RET00976,TX006540,2026-01-14 00:00:00,Late Delivery,31.59
RET00977,TX006549,2026-01-27 00:00:00,Defective,103.12
RET00978,TX006557,2026-02-06 00:00:00,Not as Described,200.04
RET00979,TX006562,2026-02-17 00:00:00,Defective,814.05
RET00980,TX006564,2026-03-15 00:00:00,Late Delivery,38.35
RET00981,TX006583,2024-04-18 00:00:00,Wrong Size,36.57
RET00982,TX006587,2025-03-30 00:00:00,Defective,48.18
RET00983,TX006588,2025-04-09 00:00:00,Late Delivery,191.05
RET00984,TX006607,2026-06-12 00:00:00,Defective,60.31
RET00985,TX006617,2024-05-19 00:00:00,Late Delivery,49.48
RET00986,TX006621,2025-12-06 00:00:00,Late Delivery,114.01
RET00987,TX006628,2024-11-17 00:00:00,Wrong Size,99.76
RET00988,TX006637,2026-03-04 00:00:00,Changed Mind,59.61
RET00989,TX006643,2026-06-06 00:00:00,Changed Mind,268.65
RET00990,TX006647,2025-07-24 00:00:00,Late Delivery,69.32
RET00991,TX006650,2025-06-15 00:00:00,Wrong Size,48.55
RET00992,TX006651,2025-06-28 00:00:00,Not as Described,341.52
RET00993,TX006652,2025-07-09 00:00:00,Wrong Size,82.86
RET00994,TX006653,2025-07-14 00:00:00,Not as Described,120.08
RET00995,TX006666,2025-11-14 00:00:00,Changed Mind,56.87
RET00996,TX006671,2026-01-10 00:00:00,Late Delivery,173.32
RET00997,TX006672,2026-02-06 00:00:00,Wrong Size,147.06
RET00998,TX006673,2026-02-21 00:00:00,Not as Described,27.23
RET00999,TX006677,2026-03-26 00:00:00,Changed Mind,32.16
RET01000,TX006681,2026-05-10 00:00:00,Changed Mind,97.17
RET01001,TX006695,2026-02-03 00:00:00,Not as Described,111.51
RET01002,TX006701,2026-05-12 00:00:00,Late Delivery,95.42
RET01003,TX006702,2026-05-26 00:00:00,Late Delivery,117.47
RET01004,TX006708,2025-08-06 00:00:00,Wrong Size,57.61
RET01005,TX006712,2025-08-24 00:00:00,Defective,325.8
RET01006,TX006715,2025-05-09 00:00:00,Wrong Size,143.06
RET01007,TX006726,2026-01-22 00:00:00,Changed Mind,83.13
RET01008,TX006740,2025-05-28 00:00:00,Changed Mind,311.22
RET01009,TX006745,2025-04-01 00:00:00,Changed Mind,41.1
RET01010,TX006752,2026-03-11 00:00:00,Not as Described,86.76
RET01011,TX006753,2026-04-03 00:00:00,Late Delivery,569.31
RET01012,TX006759,2025-08-03 00:00:00,Wrong Size,164.77
RET01013,TX006783,2024-09-13 00:00:00,Not as Described,360.44
RET01014,TX006785,2024-12-16 00:00:00,Late Delivery,89.81
RET01015,TX006786,2024-12-31 00:00:00,Not as Described,96.34
RET01016,TX006793,2026-03-08 00:00:00,Changed Mind,460.46
RET01017,TX006797,2026-04-24 00:00:00,Late Delivery,329.04
RET01018,TX006801,2025-05-30 00:00:00,Defective,182.14
