campaign_id,campaign_name,date,channel,spend,impressions,clicks,conversions
CAMP02525,LumaStyle_Referral_202505,2025-05-19,Referral,0.0,796,82,3
CAMP02526,LumaStyle_GoogleAds_202505,2025-05-20,Google Ads,320.29,13352,301,10
CAMP02527,LumaStyle_MetaAds_202505,2025-05-20,Meta Ads,210.81,16667,151,6
CAMP02528,LumaStyle_Email_202505,2025-05-20,Email,49.21,3352,478,11
CAMP02529,LumaStyle_Organic_202505,2025-05-20,Organic,0.0,3843,98,2
CAMP02530,LumaStyle_Referral_202505,2025-05-20,Referral,0.0,545,32,1
CAMP02531,LumaStyle_GoogleAds_202505,2025-05-21,Google Ads,398.93,19566,536,25
CAMP02532,LumaStyle_MetaAds_202505,2025-05-21,Meta Ads,143.75,9393,106,7
CAMP02533,LumaStyle_Email_202505,2025-05-21,Email,20.48,2579,480,6
CAMP02534,LumaStyle_Organic_202505,2025-05-21,Organic,0.0,5075,118,1
CAMP02535,LumaStyle_Referral_202505,2025-05-21,Referral,0.0,1739,127,5
CAMP02536,LumaStyle_GoogleAds_202505,2025-05-22,Google Ads,475.21,26628,555,24
CAMP02537,LumaStyle_MetaAds_202505,2025-05-22,Meta Ads,309.52,21098,271,12
CAMP02538,LumaStyle_Email_202505,2025-05-22,Email,28.36,3020,563,13
CAMP02539,LumaStyle_Organic_202505,2025-05-22,Organic,0.0,4005,96,1
CAMP02540,LumaStyle_Referral_202505,2025-05-22,Referral,0.0,871,48,2
CAMP02541,LumaStyle_GoogleAds_202505,2025-05-23,Google Ads,312.89,13033,424,17
CAMP02542,LumaStyle_MetaAds_202505,2025-05-23,Meta Ads,104.75,6282,57,3
CAMP02543,LumaStyle_Email_202505,2025-05-23,Email,66.4,4478,699,19
CAMP02544,LumaStyle_Organic_202505,2025-05-23,Organic,0.0,4242,136,2
CAMP02545,LumaStyle_Referral_202505,2025-05-23,Referral,0.0,1878,194,13
CAMP02546,LumaStyle_GoogleAds_202505,2025-05-24,Google Ads,355.93,20856,429,19
CAMP02547,LumaStyle_MetaAds_202505,2025-05-24,Meta Ads,130.53,9962,127,6
CAMP02548,LumaStyle_Email_202505,2025-05-24,Email,57.54,4062,497,9
CAMP02549,LumaStyle_Organic_202505,2025-05-24,Organic,0.0,7801,289,7
CAMP02550,LumaStyle_Referral_202505,2025-05-24,Referral,0.0,806,95,5
CAMP02551,LumaStyle_GoogleAds_202505,2025-05-25,Google Ads,315.35,14290,394,17
CAMP02552,LumaStyle_MetaAds_202505,2025-05-25,Meta Ads,196.26,13799,256,17
CAMP02553,LumaStyle_Email_202505,2025-05-25,Email,71.14,2329,484,6
CAMP02554,LumaStyle_Organic_202505,2025-05-25,Organic,0.0,3495,83,1
CAMP02555,LumaStyle_Referral_202505,2025-05-25,Referral,0.0,1891,109,8
CAMP02556,LumaStyle_GoogleAds_202505,2025-05-26,Google Ads,247.25,12390,428,20
CAMP02557,LumaStyle_MetaAds_202505,2025-05-26,Meta Ads,260.46,14787,258,18
CAMP02558,LumaStyle_Email_202505,2025-05-26,Email,27.27,4217,512,6
CAMP02559,LumaStyle_Organic_202505,2025-05-26,Organic,0.0,7623,282,5
CAMP02560,LumaStyle_Referral_202505,2025-05-26,Referral,0.0,1107,106,5
CAMP02561,LumaStyle_GoogleAds_202505,2025-05-27,Google Ads,216.77,9124,282,8
CAMP02562,LumaStyle_MetaAds_202505,2025-05-27,Meta Ads,343.89,18036,322,18
CAMP02563,LumaStyle_Email_202505,2025-05-27,Email,35.0,4993,702,12
CAMP02564,LumaStyle_Organic_202505,2025-05-27,Organic,0.0,7971,307,5
CAMP02565,LumaStyle_Referral_202505,2025-05-27,Referral,0.0,1993,195,9
CAMP02566,LumaStyle_GoogleAds_202505,2025-05-28,Google Ads,186.6,9159,215,8
CAMP02567,LumaStyle_MetaAds_202505,2025-05-28,Meta Ads,364.42,24335,248,10
CAMP02568,LumaStyle_Email_202505,2025-05-28,Email,61.95,2692,288,5
CAMP02569,LumaStyle_Organic_202505,2025-05-28,Organic,0.0,7118,202,2
CAMP02570,LumaStyle_Referral_202505,2025-05-28,Referral,0.0,815,54,2
CAMP02571,LumaStyle_GoogleAds_202505,2025-05-29,Google Ads,230.52,10499,195,4
CAMP02572,LumaStyle_MetaAds_202505,2025-05-29,Meta Ads,415.48,22717,333,22
CAMP02573,LumaStyle_Email_202505,2025-05-29,Email,49.6,4399,788,15
CAMP02574,LumaStyle_Organic_202505,2025-05-29,Organic,0.0,4344,115,3
CAMP02575,LumaStyle_Referral_202505,2025-05-29,Referral,0.0,1800,164,9
CAMP02576,LumaStyle_GoogleAds_202505,2025-05-30,Google Ads,363.67,20266,709,32
CAMP02577,LumaStyle_MetaAds_202505,2025-05-30,Meta Ads,309.21,20045,291,15
CAMP02578,LumaStyle_Email_202505,2025-05-30,Email,77.77,3002,409,6
CAMP02579,LumaStyle_Organic_202505,2025-05-30,Organic,0.0,7222,150,4
CAMP02580,LumaStyle_Referral_202505,2025-05-30,Referral,0.0,703,64,4
CAMP02581,LumaStyle_GoogleAds_202505,2025-05-31,Google Ads,366.43,17334,412,15
CAMP02582,LumaStyle_MetaAds_202505,2025-05-31,Meta Ads,344.74,22297,271,11
CAMP02583,LumaStyle_Email_202505,2025-05-31,Email,50.15,3072,515,12
CAMP02584,LumaStyle_Organic_202505,2025-05-31,Organic,0.0,3442,94,2
CAMP02585,LumaStyle_Referral_202505,2025-05-31,Referral,0.0,1288,75,3
CAMP02586,LumaStyle_GoogleAds_202506,2025-06-01,Google Ads,384.74,18788,438,10
CAMP02587,LumaStyle_MetaAds_202506,2025-06-01,Meta Ads,251.44,15930,307,9
CAMP02588,LumaStyle_Email_202506,2025-06-01,Email,50.13,4943,1003,21
CAMP02589,LumaStyle_Organic_202506,2025-06-01,Organic,0.0,5051,142,3
CAMP02590,LumaStyle_Referral_202506,2025-06-01,Referral,0.0,637,46,2
CAMP02591,LumaStyle_GoogleAds_202506,2025-06-02,Google Ads,201.27,10215,220,9
CAMP02592,LumaStyle_MetaAds_202506,2025-06-02,Meta Ads,213.85,12495,142,7
CAMP02593,LumaStyle_Email_202506,2025-06-02,Email,50.59,4312,734,17
CAMP02594,LumaStyle_Organic_202506,2025-06-02,Organic,0.0,4779,95,1
CAMP02595,LumaStyle_Referral_202506,2025-06-02,Referral,0.0,509,56,2
CAMP02596,LumaStyle_GoogleAds_202506,2025-06-03,Google Ads,293.32,12080,388,18
CAMP02597,LumaStyle_MetaAds_202506,2025-06-03,Meta Ads,385.29,23445,233,13
CAMP02598,LumaStyle_Email_202506,2025-06-03,Email,44.63,2417,482,12
CAMP02599,LumaStyle_Organic_202506,2025-06-03,Organic,0.0,5459,162,2
CAMP02600,LumaStyle_Referral_202506,2025-06-03,Referral,0.0,544,39,1
CAMP02601,LumaStyle_GoogleAds_202506,2025-06-04,Google Ads,243.73,9875,290,10
CAMP02602,LumaStyle_MetaAds_202506,2025-06-04,Meta Ads,122.31,8488,141,8
CAMP02603,LumaStyle_Email_202506,2025-06-04,Email,64.31,2056,303,6
CAMP02604,LumaStyle_Organic_202506,2025-06-04,Organic,0.0,5603,145,2
CAMP02605,LumaStyle_Referral_202506,2025-06-04,Referral,0.0,718,71,2
CAMP02606,LumaStyle_GoogleAds_202506,2025-06-05,Google Ads,206.53,11202,358,10
CAMP02607,LumaStyle_MetaAds_202506,2025-06-05,Meta Ads,109.97,7444,87,5
CAMP02608,LumaStyle_Email_202506,2025-06-05,Email,26.2,4005,834,17
CAMP02609,LumaStyle_Organic_202506,2025-06-05,Organic,0.0,4900,156,3
CAMP02610,LumaStyle_Referral_202506,2025-06-05,Referral,0.0,1433,71,5
CAMP02611,LumaStyle_GoogleAds_202506,2025-06-06,Google Ads,364.66,18360,392,17
CAMP02612,LumaStyle_MetaAds_202506,2025-06-06,Meta Ads,183.02,11760,100,4
CAMP02613,LumaStyle_Email_202506,2025-06-06,Email,67.88,4395,555,11
CAMP02614,LumaStyle_Organic_202506,2025-06-06,Organic,0.0,7038,188,2
CAMP02615,LumaStyle_Referral_202506,2025-06-06,Referral,0.0,1459,116,8
CAMP02616,LumaStyle_GoogleAds_202506,2025-06-07,Google Ads,435.41,20444,576,18
CAMP02617,LumaStyle_MetaAds_202506,2025-06-07,Meta Ads,187.42,14573,235,15
CAMP02618,LumaStyle_Email_202506,2025-06-07,Email,67.02,4425,703,11
CAMP02619,LumaStyle_Organic_202506,2025-06-07,Organic,0.0,5755,150,1
CAMP02620,LumaStyle_Referral_202506,2025-06-07,Referral,0.0,1442,81,5
CAMP02621,LumaStyle_GoogleAds_202506,2025-06-08,Google Ads,442.0,25460,593,16
CAMP02622,LumaStyle_MetaAds_202506,2025-06-08,Meta Ads,311.86,22121,327,21
CAMP02623,LumaStyle_Email_202506,2025-06-08,Email,71.27,3548,447,12
CAMP02624,LumaStyle_Organic_202506,2025-06-08,Organic,0.0,5541,187,2
CAMP02625,LumaStyle_Referral_202506,2025-06-08,Referral,0.0,1141,122,9
CAMP02626,LumaStyle_GoogleAds_202506,2025-06-09,Google Ads,164.83,8889,287,8
CAMP02627,LumaStyle_MetaAds_202506,2025-06-09,Meta Ads,372.49,29504,523,21
CAMP02628,LumaStyle_Email_202506,2025-06-09,Email,56.48,3128,539,9
CAMP02629,LumaStyle_Organic_202506,2025-06-09,Organic,0.0,3977,140,3
CAMP02630,LumaStyle_Referral_202506,2025-06-09,Referral,0.0,730,82,3
CAMP02631,LumaStyle_GoogleAds_202506,2025-06-10,Google Ads,343.33,18770,628,27
CAMP02632,LumaStyle_MetaAds_202506,2025-06-10,Meta Ads,158.69,10653,87,5
CAMP02633,LumaStyle_Email_202506,2025-06-10,Email,67.13,3841,428,8
CAMP02634,LumaStyle_Organic_202506,2025-06-10,Organic,0.0,7848,176,3
CAMP02635,LumaStyle_Referral_202506,2025-06-10,Referral,0.0,1917,147,11
CAMP02636,LumaStyle_GoogleAds_202506,2025-06-11,Google Ads,280.89,16619,534,20
CAMP02637,LumaStyle_MetaAds_202506,2025-06-11,Meta Ads,124.91,8231,141,8
CAMP02638,LumaStyle_Email_202506,2025-06-11,Email,31.44,3097,493,7
CAMP02639,LumaStyle_Organic_202506,2025-06-11,Organic,0.0,3891,138,1
CAMP02640,LumaStyle_Referral_202506,2025-06-11,Referral,0.0,1781,130,6
CAMP02641,LumaStyle_GoogleAds_202506,2025-06-12,Google Ads,494.97,20251,445,12
CAMP02642,LumaStyle_MetaAds_202506,2025-06-12,Meta Ads,319.66,20724,288,9
CAMP02643,LumaStyle_Email_202506,2025-06-12,Email,76.91,4183,621,9
CAMP02644,LumaStyle_Organic_202506,2025-06-12,Organic,0.0,3781,107,1
CAMP02645,LumaStyle_Referral_202506,2025-06-12,Referral,0.0,1428,95,4
CAMP02646,LumaStyle_GoogleAds_202506,2025-06-13,Google Ads,473.22,23878,379,10
CAMP02647,LumaStyle_MetaAds_202506,2025-06-13,Meta Ads,424.88,28020,271,11
CAMP02648,LumaStyle_Email_202506,2025-06-13,Email,43.13,3722,419,11
CAMP02649,LumaStyle_Organic_202506,2025-06-13,Organic,0.0,4362,153,2
CAMP02650,LumaStyle_Referral_202506,2025-06-13,Referral,0.0,1565,94,6
CAMP02651,LumaStyle_GoogleAds_202506,2025-06-14,Google Ads,308.18,18159,320,12
CAMP02652,LumaStyle_MetaAds_202506,2025-06-14,Meta Ads,201.48,15889,199,9
CAMP02653,LumaStyle_Email_202506,2025-06-14,Email,68.92,4181,682,7
CAMP02654,LumaStyle_Organic_202506,2025-06-14,Organic,0.0,5383,169,3
CAMP02655,LumaStyle_Referral_202506,2025-06-14,Referral,0.0,1861,96,6
CAMP02656,LumaStyle_GoogleAds_202506,2025-06-15,Google Ads,483.05,27148,667,31
CAMP02657,LumaStyle_MetaAds_202506,2025-06-15,Meta Ads,324.72,21076,233,8
CAMP02658,LumaStyle_Email_202506,2025-06-15,Email,79.43,2043,292,3
CAMP02659,LumaStyle_Organic_202506,2025-06-15,Organic,0.0,3318,118,2
CAMP02660,LumaStyle_Referral_202506,2025-06-15,Referral,0.0,1862,127,6
CAMP02661,LumaStyle_GoogleAds_202506,2025-06-16,Google Ads,267.6,12995,195,9
CAMP02662,LumaStyle_MetaAds_202506,2025-06-16,Meta Ads,218.06,16037,277,11
CAMP02663,LumaStyle_Email_202506,2025-06-16,Email,60.96,2711,339,9
CAMP02664,LumaStyle_Organic_202506,2025-06-16,Organic,0.0,3069,86,2
CAMP02665,LumaStyle_Referral_202506,2025-06-16,Referral,0.0,1713,115,8
CAMP02666,LumaStyle_GoogleAds_202506,2025-06-17,Google Ads,305.19,15777,371,15
CAMP02667,LumaStyle_MetaAds_202506,2025-06-17,Meta Ads,176.57,13754,252,8
CAMP02668,LumaStyle_Email_202506,2025-06-17,Email,62.15,3477,587,10
CAMP02669,LumaStyle_Organic_202506,2025-06-17,Organic,0.0,6699,217,6
CAMP02670,LumaStyle_Referral_202506,2025-06-17,Referral,0.0,1572,118,5
CAMP02671,LumaStyle_GoogleAds_202506,2025-06-18,Google Ads,407.41,17215,434,14
CAMP02672,LumaStyle_MetaAds_202506,2025-06-18,Meta Ads,311.3,21738,338,10
CAMP02673,LumaStyle_Email_202506,2025-06-18,Email,60.72,3026,333,4
CAMP02674,LumaStyle_Organic_202506,2025-06-18,Organic,0.0,5516,163,2
CAMP02675,LumaStyle_Referral_202506,2025-06-18,Referral,0.0,917,59,4
CAMP02676,LumaStyle_GoogleAds_202506,2025-06-19,Google Ads,255.88,12990,384,17
CAMP02677,LumaStyle_MetaAds_202506,2025-06-19,Meta Ads,305.45,22036,249,7
CAMP02678,LumaStyle_Email_202506,2025-06-19,Email,54.23,3215,416,10
CAMP02679,LumaStyle_Organic_202506,2025-06-19,Organic,0.0,6366,180,2
CAMP02680,LumaStyle_Referral_202506,2025-06-19,Referral,0.0,1877,98,5
CAMP02681,LumaStyle_GoogleAds_202506,2025-06-20,Google Ads,315.51,17628,468,14
CAMP02682,LumaStyle_MetaAds_202506,2025-06-20,Meta Ads,178.71,12640,204,12
CAMP02683,LumaStyle_Email_202506,2025-06-20,Email,22.78,4442,636,15
CAMP02684,LumaStyle_Organic_202506,2025-06-20,Organic,0.0,6861,154,1
CAMP02685,LumaStyle_Referral_202506,2025-06-20,Referral,0.0,1529,79,3
CAMP02686,LumaStyle_GoogleAds_202506,2025-06-21,Google Ads,378.95,18785,402,13
CAMP02687,LumaStyle_MetaAds_202506,2025-06-21,Meta Ads,146.69,8509,165,10
CAMP02688,LumaStyle_Email_202506,2025-06-21,Email,53.84,2784,570,15
CAMP02689,LumaStyle_Organic_202506,2025-06-21,Organic,0.0,3600,107,2
CAMP02690,LumaStyle_Referral_202506,2025-06-21,Referral,0.0,747,66,2
CAMP02691,LumaStyle_GoogleAds_202506,2025-06-22,Google Ads,177.14,7963,273,9
CAMP02692,LumaStyle_MetaAds_202506,2025-06-22,Meta Ads,181.03,12976,135,8
CAMP02693,LumaStyle_Email_202506,2025-06-22,Email,58.85,4230,924,9
CAMP02694,LumaStyle_Organic_202506,2025-06-22,Organic,0.0,3374,119,2
CAMP02695,LumaStyle_Referral_202506,2025-06-22,Referral,0.0,1745,194,10
CAMP02696,LumaStyle_GoogleAds_202506,2025-06-23,Google Ads,151.49,7993,273,7
CAMP02697,LumaStyle_MetaAds_202506,2025-06-23,Meta Ads,224.12,12670,140,6
CAMP02698,LumaStyle_Email_202506,2025-06-23,Email,42.06,3838,476,11
CAMP02699,LumaStyle_Organic_202506,2025-06-23,Organic,0.0,3922,154,1
CAMP02700,LumaStyle_Referral_202506,2025-06-23,Referral,0.0,858,53,3
CAMP02701,LumaStyle_GoogleAds_202506,2025-06-24,Google Ads,298.52,17622,526,20
CAMP02702,LumaStyle_MetaAds_202506,2025-06-24,Meta Ads,449.71,33767,555,25
CAMP02703,LumaStyle_Email_202506,2025-06-24,Email,66.13,4283,457,9
CAMP02704,LumaStyle_Organic_202506,2025-06-24,Organic,0.0,4218,151,3
CAMP02705,LumaStyle_Referral_202506,2025-06-24,Referral,0.0,1604,165,7
CAMP02706,LumaStyle_GoogleAds_202506,2025-06-25,Google Ads,314.3,13360,228,8
CAMP02707,LumaStyle_MetaAds_202506,2025-06-25,Meta Ads,321.19,22279,326,18
CAMP02708,LumaStyle_Email_202506,2025-06-25,Email,73.41,4879,769,17
CAMP02709,LumaStyle_Organic_202506,2025-06-25,Organic,0.0,3273,128,2
CAMP02710,LumaStyle_Referral_202506,2025-06-25,Referral,0.0,1480,91,7
CAMP02711,LumaStyle_GoogleAds_202506,2025-06-26,Google Ads,156.3,7815,246,10
CAMP02712,LumaStyle_MetaAds_202506,2025-06-26,Meta Ads,384.77,20370,199,12
CAMP02713,LumaStyle_Email_202506,2025-06-26,Email,74.6,2512,542,11
CAMP02714,LumaStyle_Organic_202506,2025-06-26,Organic,0.0,4136,110,3
CAMP02715,LumaStyle_Referral_202506,2025-06-26,Referral,0.0,1701,151,11
CAMP02716,LumaStyle_GoogleAds_202506,2025-06-27,Google Ads,212.21,12407,387,15
CAMP02717,LumaStyle_MetaAds_202506,2025-06-27,Meta Ads,343.66,20949,333,15
CAMP02718,LumaStyle_Email_202506,2025-06-27,Email,70.18,4582,765,19
CAMP02719,LumaStyle_Organic_202506,2025-06-27,Organic,0.0,4765,103,1
CAMP02720,LumaStyle_Referral_202506,2025-06-27,Referral,0.0,1636,179,14
CAMP02721,LumaStyle_GoogleAds_202506,2025-06-28,Google Ads,152.14,8344,286,12
CAMP02722,LumaStyle_MetaAds_202506,2025-06-28,Meta Ads,227.19,14216,185,8
CAMP02723,LumaStyle_Email_202506,2025-06-28,Email,31.95,2556,491,10
CAMP02724,LumaStyle_Organic_202506,2025-06-28,Organic,0.0,3884,130,3
CAMP02725,LumaStyle_Referral_202506,2025-06-28,Referral,0.0,1304,88,5
CAMP02726,LumaStyle_GoogleAds_202506,2025-06-29,Google Ads,380.75,15590,544,25
CAMP02727,LumaStyle_MetaAds_202506,2025-06-29,Meta Ads,309.87,15958,137,6
CAMP02728,LumaStyle_Email_202506,2025-06-29,Email,34.09,4366,730,10
CAMP02729,LumaStyle_Organic_202506,2025-06-29,Organic,0.0,4363,168,2
CAMP02730,LumaStyle_Referral_202506,2025-06-29,Referral,0.0,1578,94,6
CAMP02731,LumaStyle_GoogleAds_202506,2025-06-30,Google Ads,488.51,20889,673,20
CAMP02732,LumaStyle_MetaAds_202506,2025-06-30,Meta Ads,152.57,8860,158,6
CAMP02733,LumaStyle_Email_202506,2025-06-30,Email,27.33,4908,905,11
CAMP02734,LumaStyle_Organic_202506,2025-06-30,Organic,0.0,4933,111,3
CAMP02735,LumaStyle_Referral_202506,2025-06-30,Referral,0.0,1178,95,4
CAMP02736,LumaStyle_GoogleAds_202507,2025-07-01,Google Ads,308.58,12916,285,9
CAMP02737,LumaStyle_MetaAds_202507,2025-07-01,Meta Ads,138.26,11034,180,7
CAMP02738,LumaStyle_Email_202507,2025-07-01,Email,21.45,3618,367,7
CAMP02739,LumaStyle_Organic_202507,2025-07-01,Organic,0.0,3959,144,3
CAMP02740,LumaStyle_Referral_202507,2025-07-01,Referral,0.0,1570,128,9
CAMP02741,LumaStyle_GoogleAds_202507,2025-07-02,Google Ads,308.35,17476,447,12
CAMP02742,LumaStyle_MetaAds_202507,2025-07-02,Meta Ads,197.26,12667,210,14
CAMP02743,LumaStyle_Email_202507,2025-07-02,Email,44.4,3909,840,15
CAMP02744,LumaStyle_Organic_202507,2025-07-02,Organic,0.0,4759,106,1
CAMP02745,LumaStyle_Referral_202507,2025-07-02,Referral,0.0,1939,125,5
CAMP02746,LumaStyle_GoogleAds_202507,2025-07-03,Google Ads,363.44,15789,427,11
CAMP02747,LumaStyle_MetaAds_202507,2025-07-03,Meta Ads,162.13,9213,106,5
CAMP02748,LumaStyle_Email_202507,2025-07-03,Email,59.95,2147,426,4
CAMP02749,LumaStyle_Organic_202507,2025-07-03,Organic,0.0,5887,121,3
CAMP02750,LumaStyle_Referral_202507,2025-07-03,Referral,0.0,1396,81,5
CAMP02751,LumaStyle_GoogleAds_202507,2025-07-04,Google Ads,380.42,16815,431,12
CAMP02752,LumaStyle_MetaAds_202507,2025-07-04,Meta Ads,281.08,19656,344,10
CAMP02753,LumaStyle_Email_202507,2025-07-04,Email,57.85,4483,904,19
CAMP02754,LumaStyle_Organic_202507,2025-07-04,Organic,0.0,4681,118,2
CAMP02755,LumaStyle_Referral_202507,2025-07-04,Referral,0.0,1768,94,4
CAMP02756,LumaStyle_GoogleAds_202507,2025-07-05,Google Ads,153.74,7258,139,5
CAMP02757,LumaStyle_MetaAds_202507,2025-07-05,Meta Ads,321.82,18007,221,7
CAMP02758,LumaStyle_Email_202507,2025-07-05,Email,41.4,4430,678,8
CAMP02759,LumaStyle_Organic_202507,2025-07-05,Organic,0.0,4670,137,2
CAMP02760,LumaStyle_Referral_202507,2025-07-05,Referral,0.0,692,80,4
CAMP02761,LumaStyle_GoogleAds_202507,2025-07-06,Google Ads,382.41,19400,388,11
CAMP02762,LumaStyle_MetaAds_202507,2025-07-06,Meta Ads,289.44,16306,317,19
CAMP02763,LumaStyle_Email_202507,2025-07-06,Email,20.44,4453,652,18
CAMP02764,LumaStyle_Organic_202507,2025-07-06,Organic,0.0,3326,108,1
CAMP02765,LumaStyle_Referral_202507,2025-07-06,Referral,0.0,517,57,3
CAMP02766,LumaStyle_GoogleAds_202507,2025-07-07,Google Ads,209.94,10038,178,4
CAMP02767,LumaStyle_MetaAds_202507,2025-07-07,Meta Ads,259.87,13419,154,6
CAMP02768,LumaStyle_Email_202507,2025-07-07,Email,65.88,4808,565,15
CAMP02769,LumaStyle_Organic_202507,2025-07-07,Organic,0.0,7337,167,4
CAMP02770,LumaStyle_Referral_202507,2025-07-07,Referral,0.0,1610,122,8
CAMP02771,LumaStyle_GoogleAds_202507,2025-07-08,Google Ads,329.13,13571,398,13
CAMP02772,LumaStyle_MetaAds_202507,2025-07-08,Meta Ads,318.27,22540,281,15
CAMP02773,LumaStyle_Email_202507,2025-07-08,Email,56.17,3952,468,5
CAMP02774,LumaStyle_Organic_202507,2025-07-08,Organic,0.0,3238,99,1
CAMP02775,LumaStyle_Referral_202507,2025-07-08,Referral,0.0,1108,62,2
CAMP02776,LumaStyle_GoogleAds_202507,2025-07-09,Google Ads,393.88,20075,576,27
CAMP02777,LumaStyle_MetaAds_202507,2025-07-09,Meta Ads,426.1,33455,415,17
CAMP02778,LumaStyle_Email_202507,2025-07-09,Email,55.88,3148,445,6
CAMP02779,LumaStyle_Organic_202507,2025-07-09,Organic,0.0,4378,105,2
CAMP02780,LumaStyle_Referral_202507,2025-07-09,Referral,0.0,1248,77,3
CAMP02781,LumaStyle_GoogleAds_202507,2025-07-10,Google Ads,454.29,18872,552,12
CAMP02782,LumaStyle_MetaAds_202507,2025-07-10,Meta Ads,352.44,21289,353,20
CAMP02783,LumaStyle_Email_202507,2025-07-10,Email,64.71,3151,384,10
CAMP02784,LumaStyle_Organic_202507,2025-07-10,Organic,0.0,5018,179,2
CAMP02785,LumaStyle_Referral_202507,2025-07-10,Referral,0.0,798,56,3
CAMP02786,LumaStyle_GoogleAds_202507,2025-07-11,Google Ads,468.55,23504,697,26
CAMP02787,LumaStyle_MetaAds_202507,2025-07-11,Meta Ads,174.33,10377,159,7
CAMP02788,LumaStyle_Email_202507,2025-07-11,Email,63.01,3463,633,11
CAMP02789,LumaStyle_Organic_202507,2025-07-11,Organic,0.0,3057,74,1
CAMP02790,LumaStyle_Referral_202507,2025-07-11,Referral,0.0,750,70,3
CAMP02791,LumaStyle_GoogleAds_202507,2025-07-12,Google Ads,405.27,19260,659,14
CAMP02792,LumaStyle_MetaAds_202507,2025-07-12,Meta Ads,428.01,31054,493,29
CAMP02793,LumaStyle_Email_202507,2025-07-12,Email,40.33,2016,318,9
CAMP02794,LumaStyle_Organic_202507,2025-07-12,Organic,0.0,7868,199,2
CAMP02795,LumaStyle_Referral_202507,2025-07-12,Referral,0.0,505,27,1
CAMP02796,LumaStyle_GoogleAds_202507,2025-07-13,Google Ads,461.02,24465,551,19
CAMP02797,LumaStyle_MetaAds_202507,2025-07-13,Meta Ads,161.85,10093,149,7
CAMP02798,LumaStyle_Email_202507,2025-07-13,Email,21.65,2267,494,6
CAMP02799,LumaStyle_Organic_202507,2025-07-13,Organic,0.0,6567,186,3
CAMP02800,LumaStyle_Referral_202507,2025-07-13,Referral,0.0,1470,95,4
CAMP02801,LumaStyle_GoogleAds_202507,2025-07-14,Google Ads,221.79,11552,195,9
CAMP02802,LumaStyle_MetaAds_202507,2025-07-14,Meta Ads,108.41,8416,83,5
CAMP02803,LumaStyle_Email_202507,2025-07-14,Email,24.25,3448,381,10
CAMP02804,LumaStyle_Organic_202507,2025-07-14,Organic,0.0,4784,109,2
CAMP02805,LumaStyle_Referral_202507,2025-07-14,Referral,0.0,689,60,4
CAMP02806,LumaStyle_GoogleAds_202507,2025-07-15,Google Ads,216.69,10489,261,11
CAMP02807,LumaStyle_MetaAds_202507,2025-07-15,Meta Ads,268.62,15836,135,8
CAMP02808,LumaStyle_Email_202507,2025-07-15,Email,22.88,2731,306,3
CAMP02809,LumaStyle_Organic_202507,2025-07-15,Organic,0.0,4243,142,3
CAMP02810,LumaStyle_Referral_202507,2025-07-15,Referral,0.0,658,51,2
CAMP02811,LumaStyle_GoogleAds_202507,2025-07-16,Google Ads,244.88,12961,354,11
CAMP02812,LumaStyle_MetaAds_202507,2025-07-16,Meta Ads,282.22,15440,224,8
CAMP02813,LumaStyle_Email_202507,2025-07-16,Email,31.81,2334,358,8
CAMP02814,LumaStyle_Organic_202507,2025-07-16,Organic,0.0,7418,253,5
CAMP02815,LumaStyle_Referral_202507,2025-07-16,Referral,0.0,1463,146,6
CAMP02816,LumaStyle_GoogleAds_202507,2025-07-17,Google Ads,200.12,8057,154,7
CAMP02817,LumaStyle_MetaAds_202507,2025-07-17,Meta Ads,262.62,20805,335,23
CAMP02818,LumaStyle_Email_202507,2025-07-17,Email,51.37,3553,391,11
CAMP02819,LumaStyle_Organic_202507,2025-07-17,Organic,0.0,6858,178,2
CAMP02820,LumaStyle_Referral_202507,2025-07-17,Referral,0.0,989,100,7
CAMP02821,LumaStyle_GoogleAds_202507,2025-07-18,Google Ads,368.61,18342,463,12
CAMP02822,LumaStyle_MetaAds_202507,2025-07-18,Meta Ads,199.6,13667,196,8
CAMP02823,LumaStyle_Email_202507,2025-07-18,Email,37.65,2632,375,5
CAMP02824,LumaStyle_Organic_202507,2025-07-18,Organic,0.0,6475,170,4
CAMP02825,LumaStyle_Referral_202507,2025-07-18,Referral,0.0,1902,144,8
CAMP02826,LumaStyle_GoogleAds_202507,2025-07-19,Google Ads,447.2,26720,803,20
CAMP02827,LumaStyle_MetaAds_202507,2025-07-19,Meta Ads,281.2,18955,183,6
CAMP02828,LumaStyle_Email_202507,2025-07-19,Email,74.25,4393,503,7
CAMP02829,LumaStyle_Organic_202507,2025-07-19,Organic,0.0,3204,90,2
CAMP02830,LumaStyle_Referral_202507,2025-07-19,Referral,0.0,962,55,3
CAMP02831,LumaStyle_GoogleAds_202507,2025-07-20,Google Ads,213.84,9153,233,4
CAMP02832,LumaStyle_MetaAds_202507,2025-07-20,Meta Ads,189.44,9959,186,10
CAMP02833,LumaStyle_Email_202507,2025-07-20,Email,49.98,2185,444,8
CAMP02834,LumaStyle_Organic_202507,2025-07-20,Organic,0.0,5919,128,1
CAMP02835,LumaStyle_Referral_202507,2025-07-20,Referral,0.0,1247,131,8
CAMP02836,LumaStyle_GoogleAds_202507,2025-07-21,Google Ads,418.23,22858,425,19
CAMP02837,LumaStyle_MetaAds_202507,2025-07-21,Meta Ads,419.49,32812,268,13
